Date,Open,High,Low,Close,Adj Close,Volume
2015-08-14,6223.235840,6238.281738,6116.251953,6155.039551,3778.902588,403381
2015-08-17,6155.039551,6300.811035,6029.199219,6057.728516,3719.158447,723956
2015-08-18,6057.728516,6155.234863,6018.452148,6038.090332,3707.102051,14708
2015-08-19,6038.090332,6194.315918,6057.532715,6188.844727,3799.657715,394553
2015-08-20,6188.844727,6399.490234,6151.327148,6300.615723,3868.280029,58474
2015-08-21,6300.615723,6287.132813,6203.108887,6249.908203,3837.147949,41519
2015-08-24,6249.908203,6262.707520,5910.979492,6123.677246,3759.647949,64747
2015-08-25,6123.677246,6301.788086,6008.583984,6183.373047,3796.298828,635345
2015-08-26,6183.373047,6302.667480,6182.689453,6191.287109,3801.157715,444189
2015-08-27,6191.287109,6497.192383,6195.000000,6437.398926,3952.258057,358622
2015-08-28,6458.111816,6458.111816,6204.183594,6226.264648,3822.631836,137366
2015-08-31,6226.264648,6398.513184,6062.417969,6335.495605,3889.694580,63733
2015-09-01,6335.495605,6338.524414,6108.435547,6160.608887,3782.322266,294626
2015-09-02,6160.608887,6252.937012,6155.234863,6230.758789,3825.391113,23125
2015-09-03,6230.758789,6350.639160,6189.430664,6275.018066,3852.564453,43958
2015-09-04,6275.018066,6252.937012,6135.694824,6191.873535,3801.517334,97297
2015-09-07,6191.873535,6252.937012,6154.062500,6189.040039,3799.777832,13825
2015-09-08,6189.040039,6301.788086,6165.005371,6168.327148,3787.060791,95345
2015-09-09,6168.327148,6350.639160,6105.406738,6127.585449,3762.047852,46685
2015-09-10,6127.585449,6252.937012,6203.988281,6248.052246,3836.008545,110899
2015-09-11,6248.052246,6301.788086,6165.005371,6254.109375,3839.727051,56232
2015-09-14,6254.109375,6350.639160,6165.005371,6242.189941,3832.409668,29430
2015-09-15,6242.189941,6438.571289,6262.805176,6371.938477,3912.068848,493740
2015-09-16,6371.938477,6497.192383,6372.133789,6476.772949,3976.431885,215082
2015-09-17,6476.772949,6526.405273,6458.111816,6482.146484,3979.731201,407691
2015-09-21,6482.146484,6526.502930,6404.375488,6424.013672,3944.040771,35133
2015-09-22,6424.013672,6448.341309,6253.914063,6272.477539,3851.004395,31556
2015-09-23,6305.696289,6460.065918,6155.234863,6190.114746,3800.437988,259847
2015-09-24,6190.114746,6350.541504,6106.383789,6230.758789,3825.391113,472573
2015-09-25,6230.758789,6350.639160,6282.248047,6292.408691,3863.241699,106219
2015-09-28,6292.408691,6326.213867,6194.315918,6256.845215,3841.406494,42409
2015-09-29,6256.845215,6346.633301,6262.707520,6335.983887,3889.993896,44744
2015-09-30,6335.983887,6428.801270,6335.886230,6420.789551,3942.060791,173183
2015-10-01,6420.789551,6501.002930,6302.765137,6412.093750,3936.721680,99060
2015-10-02,6412.093750,6492.209961,6350.639160,6409.456055,3935.103027,319943
2015-10-05,6409.456055,6498.169434,6409.456055,6477.652344,3976.972168,29307
2015-10-06,6477.652344,6536.175781,6433.686035,6465.244141,3969.353760,63875
2015-10-07,6465.244141,6497.192383,6302.862793,6490.451172,3984.830322,182224
2015-10-08,6497.094727,6497.094727,6438.473633,6442.772461,3955.557129,60745
2015-10-09,6442.772461,6555.813965,6448.341309,6484.100586,3980.930420,227036
2015-10-13,6484.100586,6536.273438,6453.324219,6520.836426,4003.484863,179820
2015-10-14,6643.745605,6643.745605,6450.881836,6516.048828,4000.545410,83159
2015-10-15,6516.048828,6575.354004,6448.341309,6499.928223,3990.648193,47821
2015-10-16,6499.928223,6565.486328,6414.145508,6428.117188,3946.559814,74061
2015-10-19,6428.117188,6477.456543,6438.571289,6458.991211,3965.515137,82361
2015-10-20,6458.991211,6496.020020,6399.783691,6466.807129,3970.313721,103752
2015-10-21,6466.807129,6594.894531,6399.490234,6469.151855,3971.753418,66547
2015-10-22,6469.151855,6643.745605,6424.990723,6447.461914,3958.436523,62173
2015-10-23,6447.461914,6477.652344,6399.490234,6439.059570,3953.277832,74162
2015-10-26,6439.059570,6458.111816,6399.490234,6433.783691,3950.038574,65362
2015-10-27,6433.783691,6516.732910,6361.386719,6427.335449,3946.079834,17978
2015-10-28,6427.335449,6448.341309,6362.461426,6381.903809,3918.187500,22688
2015-10-29,6381.903809,6379.950195,6204.085938,6226.068848,3822.511719,203030
2015-10-30,6226.068848,6301.104492,6106.383789,6250.201660,3837.328125,90367
2015-11-02,6250.201660,6272.477539,6106.383789,6207.701172,3811.234619,86163
2015-11-03,6207.701172,6277.265137,6104.429688,6253.425781,3839.307129,117873
2015-11-04,6253.425781,6389.720215,6263.684570,6326.409180,3884.116211,52292
2015-11-05,6326.409180,6389.720215,6292.018066,6340.576172,3892.813477,125274
2015-11-06,6340.576172,6387.668457,6290.845703,6332.759766,3888.014404,13742
2015-11-09,6332.759766,6419.030762,6333.052734,6374.967285,3913.927979,492846
2015-11-10,6374.967285,6374.087891,6204.085938,6348.978516,3897.972412,32349
2015-11-11,6348.978516,6414.145508,6272.477539,6315.270996,3877.277588,34327
2015-11-12,6315.270996,6345.754395,6204.085938,6334.909180,3889.334717,37248
2015-11-13,6334.909180,6529.238770,6301.788086,6340.673828,3892.873779,51987
2015-11-16,6340.673828,6340.869141,6272.477539,6295.437500,3865.100830,111528
2015-11-17,6295.437500,6448.341309,6306.673340,6352.202637,3899.952393,58704
2015-11-18,6352.202637,6352.202637,6272.477539,6332.173828,3887.655273,7406
2015-11-19,6332.173828,6526.405273,6350.639160,6454.594238,3962.815430,26147
2015-11-20,6454.594238,6526.502930,6399.490234,6431.634277,3948.718994,46312
2015-11-23,6431.634277,6477.652344,6389.720215,6447.950684,3958.737061,23751
2015-11-24,6447.950684,6448.438965,6351.616211,6351.616211,3899.591797,103382
2015-11-25,6351.616211,6399.490234,6252.937012,6319.179199,3879.676758,20406
2015-11-26,6340.869141,6340.869141,6233.396973,6306.185059,3871.699219,13652
2015-11-27,6306.185059,6350.639160,6228.511719,6251.764648,3838.287354,28298
2015-11-30,6251.764648,6350.541504,6155.039551,6207.994141,3811.414551,149484
2015-12-01,6340.771484,6340.771484,6058.509766,6277.948730,3854.363281,108117
2015-12-02,6277.948730,6251.862305,6096.613770,6213.562988,3814.833740,78453
2015-12-03,6213.562988,6301.690430,6112.246094,6154.551270,3778.603271,30772
2015-12-04,6154.551270,6340.869141,6116.154297,6139.211914,3769.186035,73842
2015-12-07,6141.068359,6169.988281,6106.383789,6108.435547,3750.290283,55369
2015-12-09,6108.435547,6155.234863,6008.681641,6071.211426,3727.436768,185663
2015-12-10,6071.211426,6075.119141,6008.681641,6008.975098,3689.226074,82086
2015-12-11,6008.975098,6013.566895,5921.727051,5938.042969,3645.677002,126828
2015-12-14,5938.042969,6145.269531,5930.617676,6067.791504,3725.336914,54628
2015-12-15,6067.791504,6344.777344,6125.924316,6244.241699,3833.668701,39780
2015-12-16,6244.241699,6435.640137,6301.788086,6351.811523,3899.711670,763275
2015-12-17,6449.513672,6482.537109,6311.558594,6340.380371,3892.693115,109874
2015-12-18,6340.380371,6482.537109,6111.269043,6294.655762,3864.621094,568292
2015-12-21,6294.655762,6379.950195,6266.713379,6342.334473,3893.893066,26051
2015-12-22,6342.334473,6369.202637,6160.120117,6312.926270,3875.838135,28502
2015-12-23,6312.926270,6399.490234,6301.788086,6380.243164,3917.167480,44325
2015-12-24,6380.243164,6335.983887,6299.833984,6301.788086,3869.000488,7002
2015-12-28,6301.788086,6301.788086,6165.200684,6205.747070,3810.035156,16010
2015-12-29,6205.747070,6233.396973,6081.958496,6140.579590,3770.025146,104612
2015-12-30,6140.579590,6204.085938,6140.579590,6195.390625,3803.677002,107944
2015-12-31,6195.390625,6195.390625,6195.390625,6195.390625,3803.677002,0
2016-01-04,6195.390625,6350.639160,6058.509766,6145.757813,3773.203857,106504
2016-01-05,6145.757813,6301.788086,6145.757813,6269.155762,3848.965088,507509
2016-01-06,6269.155762,6438.571289,6248.052246,6325.432129,3883.515869,447807
2016-01-07,6325.432129,6389.720215,6252.937012,6313.121582,3875.958008,106161
2016-01-08,6313.121582,6389.720215,6311.558594,6362.265625,3906.130127,55459
2016-01-11,6350.639160,6438.571289,6263.684570,6274.138672,3852.024170,131155
2016-01-12,6274.138672,6399.490234,6282.149902,6289.575684,3861.501953,74454
2016-01-13,6289.575684,6370.179688,6253.914063,6281.954590,3856.822754,81506
2016-01-14,6281.954590,6252.937012,6156.211914,6240.431152,3831.329834,52533
2016-01-15,6345.754395,6345.754395,5961.687012,6053.917969,3716.819336,226401
2016-01-18,6053.917969,6246.977539,6067.303223,6154.453613,3778.543457,92283
2016-01-19,6155.234863,6300.811035,6155.234863,6203.206543,3808.475098,50391
2016-01-20,6203.206543,6203.108887,6047.762695,6141.849609,3770.804688,79526
2016-01-21,6141.849609,6330.023926,6106.383789,6274.333984,3852.144043,53838
2016-01-22,6274.333984,6397.438477,6252.937012,6323.087402,3882.076660,35703
2016-01-25,6323.087402,6445.410156,6253.034668,6336.863281,3890.533691,29274
2016-01-26,6336.863281,6422.938965,6326.213867,6347.024414,3896.772949,45685
2016-01-27,6347.024414,6326.213867,6204.183594,6272.086914,3850.764648,37642
2016-01-28,6272.086914,6643.745605,6316.443359,6371.449707,3911.768311,96884
2016-01-29,6371.449707,6839.149902,6370.179688,6713.602539,4121.834473,164270
2016-02-01,6713.602539,6594.894531,6506.962891,6586.785156,4043.974365,43215
2016-02-02,6586.785156,6546.043457,6301.983887,6387.473145,3921.606445,38831
2016-02-03,6387.473145,6399.490234,6272.379883,6318.202148,3879.077393,28049
2016-02-04,6318.202148,6643.745605,6318.397461,6554.445801,4024.119629,141289
2016-02-05,6554.445801,6494.065918,6360.409668,6419.910156,3941.521484,11424
2016-02-08,6419.910156,6418.640137,6350.639160,6350.932617,3899.172363,14523
2016-02-09,6350.932617,6371.156738,6262.805176,6359.237305,3904.270264,40283
2016-02-10,6360.409668,6370.179688,6287.230469,6363.926758,3907.149658,54202
2016-02-11,6363.926758,6350.639160,6250.787598,6255.672852,3840.687012,151711
2016-02-12,6255.672852,6389.720215,6301.788086,6360.116211,3904.810303,18470
2016-02-15,6360.116211,6413.168457,6359.432617,6387.375488,3921.546143,16888
2016-02-16,6387.375488,6399.490234,6350.541504,6352.104980,3899.892334,97771
2016-02-17,6352.104980,6389.427246,6368.225586,6376.921387,3915.127930,33241
2016-02-18,6376.921387,6376.041992,6094.659668,6237.891113,3829.770020,260706
2016-02-19,6237.891113,6161.097168,6057.532715,6085.573242,3736.254150,169110
2016-02-22,6085.573242,6125.924316,5985.428711,6000.474609,3684.007568,182426
2016-02-23,6000.474609,5998.911621,5863.984863,5867.013672,3602.068604,255613
2016-02-24,5867.013672,5871.898926,5704.535156,5744.006836,3526.548828,432325
2016-02-25,5744.006836,5788.852051,5686.264648,5705.121094,3502.674561,135882
2016-02-26,5705.121094,5711.667480,5666.724121,5683.626953,3489.478027,198432
2016-02-29,5683.626953,5813.277344,5683.333496,5790.122070,3554.860596,195065
2016-03-01,5790.122070,5837.703125,5798.622070,5805.363770,3564.218506,64139
2016-03-02,5805.363770,5861.053711,5805.363770,5852.651367,3593.250732,30642
2016-03-03,5852.651367,5886.847168,5832.817871,5869.944824,3603.869141,97088
2016-03-04,5869.944824,5910.979492,5764.719727,5861.737793,3598.830078,35819
2016-03-07,5861.737793,5861.737793,5832.817871,5837.898438,3584.193359,160365
2016-03-08,5837.898438,5764.426270,5676.592285,5755.535645,3533.626953,41176
2016-03-09,5755.535645,5813.179688,5715.672852,5739.316895,3523.668701,47458
2016-03-10,5739.316895,5861.933105,5569.021973,5655.684082,3472.322266,180432
2016-03-11,5655.684082,5774.196777,5655.000000,5686.459961,3491.217529,54049
2016-03-14,5686.459961,5764.328613,5569.119629,5598.528320,3437.231445,273571
2016-03-15,5598.528320,5666.724121,5608.005371,5616.310059,3448.148438,43611
2016-03-16,5616.310059,5710.690430,5569.021973,5577.326660,3424.214600,26828
2016-03-17,5577.326660,5573.907227,5295.456055,5379.577637,3302.805664,226856
2016-03-18,5379.577637,5637.413574,5402.928711,5503.268555,3378.746338,149170
2016-03-21,5503.268555,5860.174316,5503.268555,5771.852051,3543.644043,63202
2016-03-22,5771.852051,5857.243652,5666.724121,5716.748047,3509.813232,62196
2016-03-23,5716.748047,5813.277344,5661.839355,5806.731445,3565.058350,30396
2016-03-24,5823.047852,5823.047852,5764.426270,5811.225586,3567.817383,72254
2016-03-28,5811.225586,5851.381348,5671.609375,5717.920410,3510.532471,17832
2016-03-29,5717.920410,5813.179688,5715.575195,5808.001465,3565.837891,26188
2016-03-30,5808.001465,5842.588379,5808.001465,5827.737305,3577.955322,159965
2016-03-31,5827.737305,5842.588379,5715.575195,5778.397949,3547.662598,166872
2016-04-01,5778.397949,5813.277344,5722.219238,5806.731445,3565.058350,85816
2016-04-04,5806.731445,5862.128418,5784.455566,5846.203125,3589.292480,53295
2016-04-05,5846.203125,5950.060547,5862.128418,5943.905273,3649.276611,55759
2016-04-06,5943.905273,5959.830566,5915.864746,5943.514648,3649.036621,19872
2016-04-07,6093.682617,6093.682617,5862.128418,5921.824707,3635.719727,34874
2016-04-08,5921.824707,5921.727051,5765.403320,5795.593262,3558.219971,84261
2016-04-11,5795.593262,5823.047852,5676.494629,5702.874023,3501.294922,45095
2016-04-12,5702.874023,5841.611328,5700.919922,5812.104980,3568.357422,15411
2016-04-13,5812.104980,5852.358398,5720.460449,5776.639160,3546.583008,47190
2016-04-14,5776.639160,5841.513672,5735.115723,5793.737305,3557.080811,22727
2016-04-15,5793.737305,5764.426270,5697.793457,5706.195801,3503.333984,26920
2016-04-18,5706.195801,5808.392578,5764.328613,5783.478516,3550.782227,420128
2016-04-19,5783.478516,5803.507324,5668.775879,5704.241699,3502.134521,40448
2016-04-20,5704.241699,5764.328613,5666.724121,5736.288086,3521.809326,85673
2016-04-21,5736.288086,5842.588379,5759.541504,5822.363770,3574.656006,33992
2016-04-22,5822.363770,5822.070801,5744.299805,5795.789063,3558.340332,6415
2016-04-25,5795.789063,5823.047852,5763.351563,5763.449219,3538.485107,34587
2016-04-26,5763.449219,5813.277344,5754.656250,5780.449707,3548.922607,20911
2016-04-27,5780.449707,5783.966797,5681.477539,5755.437988,3533.566650,13895
2016-04-28,5755.437988,5764.523926,5689.195801,5722.609863,3513.411133,27655
2016-04-29,5722.609863,5715.575195,5622.758301,5631.062988,3457.206299,178177
2016-05-02,5631.062988,5667.701172,5578.792480,5606.344238,3442.030273,86620
2016-05-03,5606.344238,5813.277344,5666.724121,5702.678711,3501.174561,458740
2016-05-04,5702.678711,5728.276855,5671.804688,5697.695801,3498.115479,187399
2016-05-05,5697.695801,5753.679199,5681.379395,5714.793945,3508.612793,428057
2016-05-06,5714.793945,5720.460449,5667.798828,5679.229980,3486.778076,408439
2016-05-09,5679.229980,5749.770996,5617.873047,5736.776855,3522.109375,55419
2016-05-10,5736.776855,5735.115723,5655.586426,5724.466309,3514.551514,52279
2016-05-11,5724.466309,5764.426270,5715.575195,5748.989746,3529.607666,47070
2016-05-12,5748.989746,5783.966797,5715.575195,5774.392090,3545.203613,215684
2016-05-13,5774.392090,5774.392090,5666.724121,5708.052246,3504.473877,18949
2016-05-16,5708.052246,5803.214355,5666.724121,5715.966309,3509.332764,28203
2016-05-17,5715.966309,5735.115723,5715.575195,5720.167480,3511.912109,39696
2016-05-18,5720.167480,5910.979492,5632.528320,5818.846680,3572.496826,212795
2016-05-19,5818.846680,5759.541504,5689.098145,5737.949219,3522.829102,115695
2016-05-20,5737.949219,5802.530273,5685.287598,5712.058105,3506.933350,185311
2016-05-23,5712.058105,5759.541504,5622.758301,5695.155762,3496.556396,19156
2016-05-24,5695.155762,5779.960938,5695.058105,5754.851563,3533.206543,397207
2016-05-25,5754.851563,5785.725586,5744.886230,5782.012695,3549.881836,31634
2016-05-26,5782.012695,5958.755859,5782.012695,5937.359375,3645.257813,21112
2016-05-27,5937.359375,5959.830566,5779.081543,5957.583496,3657.674316,79945
2016-05-30,5957.583496,5950.060547,5901.111816,5904.824219,3625.282715,16788
2016-05-31,5904.824219,5862.324219,5727.299805,5772.047363,3543.764404,541522
2016-06-01,5772.047363,5862.128418,5716.649902,5792.564453,3556.360352,52946
2016-06-02,5792.564453,5862.128418,5765.403320,5797.352051,3559.300049,19189
2016-06-03,5797.352051,5862.128418,5764.426270,5836.823730,3583.533447,29799
2016-06-06,5836.823730,5862.128418,5737.167480,5786.507324,3552.641357,136255
2016-06-07,5786.507324,6056.555664,5715.575195,6028.026855,3700.923340,514365
2016-06-08,6028.026855,5969.601074,5871.996582,5878.249512,3608.967041,175747
2016-06-09,5878.249512,5925.634766,5862.128418,5886.651855,3614.125977,34645
2016-06-10,5886.651855,5886.554199,5852.358398,5862.421875,3599.249756,238337
2016-06-13,5862.421875,5910.881836,5774.196777,5818.357910,3572.196533,19161
2016-06-14,5818.357910,5818.162598,5736.581543,5779.570313,3548.383057,59195
2016-06-15,5779.570313,5850.404297,5780.156738,5807.317871,3565.417969,59695
2016-06-16,5861.640137,5910.979492,5764.328613,5845.421387,3588.812256,61348
2016-06-17,5845.421387,6008.681641,5827.932617,5906.974121,3626.603027,947331
2016-06-20,5906.970215,6031.500000,5920.000000,5983.799805,3673.770508,19092
2016-06-21,5983.799805,6100.000000,5900.000000,6086.299805,3736.700195,50568
2016-06-22,6086.299805,6137.899902,6030.100098,6086.100098,3736.577148,47251
2016-06-23,6086.100098,6120.000000,6001.000000,6091.100098,3739.646973,37037
2016-06-24,5851.000000,6106.100098,5850.000000,6100.000000,3745.111328,61080
2016-06-28,6100.000000,6120.100098,5955.000000,5988.500000,3676.655762,99793
2016-06-29,5988.500000,6098.899902,5910.000000,6062.799805,3722.272217,39522
2016-06-30,6062.799805,6048.200195,5900.000000,5996.299805,3681.444580,205961
2016-07-01,5996.299805,6054.000000,5999.799805,6037.600098,3706.801025,198314
2016-07-04,6037.600098,6040.000000,5999.000000,5999.899902,3683.654541,42220
2016-07-05,6000.000000,6000.000000,5950.000000,5999.899902,3683.654541,302361
2016-07-06,5999.899902,6016.000000,5970.000000,6002.899902,3685.496094,97851
2016-07-07,6002.899902,6010.000000,5960.000000,5969.399902,3664.929199,38910
2016-07-08,5969.399902,6000.000000,5950.000000,5985.000000,3674.506348,63749
2016-07-11,5985.000000,6014.000000,5965.000000,5997.200195,3681.997314,77124
2016-07-12,5997.200195,6039.100098,5970.000000,6025.899902,3699.617432,408597
2016-07-13,6025.899902,6048.000000,5994.000000,6032.799805,3703.854004,85952
2016-07-14,6032.799805,6069.899902,6000.000000,6058.600098,3719.693359,957137
2016-07-15,6065.000000,6100.000000,6050.000000,6094.100098,3741.489014,91068
2016-07-18,6094.100098,6198.899902,6050.000000,6181.399902,3795.087158,102437
2016-07-19,6181.399902,6437.899902,6180.000000,6413.799805,3937.769043,119490
2016-07-20,6410.000000,6410.000000,6260.000000,6310.399902,3874.286621,228622
2016-07-21,6310.399902,6449.799805,6230.000000,6413.299805,3937.462646,153962
2016-07-22,6413.299805,6649.899902,6400.000000,6595.100098,4049.079590,64684
2016-07-25,6595.100098,6601.000000,6406.100098,6490.500000,3984.859863,103777
2016-07-26,6490.500000,6503.000000,6410.000000,6432.000000,3948.943604,134146
2016-07-27,6432.000000,6499.899902,6435.000000,6492.799805,3986.271484,126502
2016-07-28,6492.799805,6498.000000,6433.000000,6452.899902,3961.775635,63235
2016-07-29,6452.899902,6480.000000,6430.000000,6444.899902,3956.863770,115990
2016-08-01,6444.899902,6480.000000,6400.000000,6463.000000,3967.976318,967701
2016-08-02,6480.000000,6500.100098,6260.000000,6376.500000,3914.869141,545800
2016-08-03,6376.500000,6375.100098,6300.100098,6334.500000,3889.083252,78220
2016-08-04,6334.500000,6450.000000,6334.500000,6428.000000,3946.488037,209189
2016-08-05,6428.000000,6474.200195,6410.000000,6459.200195,3965.643555,117609
2016-08-08,6459.200195,6570.000000,6470.000000,6519.899902,4002.909912,28556
2016-08-09,6519.899902,6515.000000,6425.100098,6514.500000,3999.594971,54028
2016-08-10,6514.500000,6515.000000,6400.100098,6442.100098,3955.144531,51725
2016-08-11,6442.100098,6510.000000,6444.899902,6500.100098,3990.754150,113334
2016-08-12,6500.100098,6600.000000,6474.000000,6586.600098,4043.860352,77013
2016-08-16,6586.600098,6699.000000,6545.000000,6654.399902,4085.486572,33510
2016-08-17,6654.399902,6684.000000,6500.000000,6544.700195,4018.136230,499295
2016-08-18,6544.700195,6550.000000,6500.000000,6548.200195,4020.284668,60492
2016-08-19,6548.200195,6549.899902,6500.000000,6506.799805,3994.867188,526853
2016-08-22,6506.799805,6550.000000,6500.000000,6549.200195,4020.899170,14081
2016-08-23,6549.200195,6550.000000,6500.000000,6544.200195,4017.829102,136934
2016-08-24,6544.200195,6550.000000,6451.000000,6532.299805,4010.522461,159451
2016-08-25,6532.299805,6540.000000,6456.000000,6509.399902,3996.463379,53691
2016-08-26,6509.399902,6589.000000,6387.000000,6464.500000,3968.896973,102779
2016-08-29,6464.500000,6510.000000,6466.000000,6509.100098,3996.279785,30310
2016-08-30,6509.100098,6510.100098,6490.000000,6494.100098,3987.069824,26608
2016-08-31,6494.100098,6494.500000,6400.000000,6434.600098,3950.539795,74793
2016-09-01,6434.600098,6499.899902,6400.000000,6445.600098,3957.293457,15511
2016-09-02,6400.000000,6448.000000,6400.000000,6439.399902,3953.486816,34072
2016-09-05,6439.399902,6490.000000,6400.000000,6446.700195,3957.968994,19603
2016-09-06,6446.700195,6550.000000,6427.100098,6505.100098,3993.823486,146364
2016-09-07,6505.100098,6499.000000,6450.000000,6462.899902,3967.914795,20522
2016-09-08,6462.899902,6470.000000,6403.100098,6415.899902,3939.058838,77542
2016-09-09,6415.899902,6490.000000,6415.000000,6428.600098,3946.856689,18255
2016-09-12,6428.600098,6400.000000,6210.000000,6328.399902,3885.337891,35065
2016-09-13,6328.399902,6450.000000,6300.000000,6400.899902,3929.849854,49028
2016-09-14,6400.899902,6400.000000,6360.000000,6376.700195,3914.992432,533563
2016-09-15,6376.700195,6495.000000,6375.000000,6463.700195,3968.406006,88869
2016-09-16,6463.700195,6405.500000,6350.000000,6368.700195,3910.080566,206
2016-09-20,6368.700195,6440.000000,6302.000000,6395.799805,3926.718262,64638
2016-09-21,6395.799805,6448.200195,6395.399902,6397.799805,3927.947021,84431
2016-09-22,6397.799805,6475.000000,6399.799805,6452.799805,3961.713623,123242
2016-09-23,6452.799805,6452.799805,6361.799805,6412.899902,3937.216797,63976
2016-09-26,6412.899902,6447.000000,6360.000000,6433.600098,3949.925293,26568
2016-09-27,6433.600098,6449.899902,6375.100098,6442.799805,3955.574219,43433
2016-09-28,6442.799805,6499.899902,6390.000000,6465.700195,3969.633545,8676
2016-09-29,6465.700195,6540.000000,6356.000000,6500.500000,3990.999268,114902
2016-09-30,6500.500000,6498.700195,6360.200195,6431.100098,3948.391357,28019
2016-10-03,6431.100098,6460.000000,6445.000000,6454.700195,3962.880371,13292
2016-10-04,6454.700195,6454.700195,6390.100098,6418.600098,3940.716553,306053
2016-10-05,6418.600098,6428.799805,6390.000000,6399.899902,3929.235596,304866
2016-10-06,6399.899902,6438.000000,6352.100098,6368.799805,3910.141357,353294
2016-10-07,6368.799805,6495.000000,6375.100098,6400.399902,3929.542725,113576
2016-10-11,6400.399902,6492.000000,6401.000000,6483.600098,3980.623779,51107
2016-10-12,6483.600098,6510.000000,6450.000000,6510.000000,3996.832031,93773
2016-10-13,6509.500000,6589.899902,6450.000000,6577.000000,4037.966309,190833
2016-10-14,6577.000000,6749.899902,6545.000000,6665.799805,4092.485352,75659
